title,image_url,category,era,size_and_description
玉鉞,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=155541&randomCode=271864885,玉器,山東龍山文化,長12.2公分 寬4.85公分 厚1.0公分 細膩不透明的牙黃至淺黃灰色玉，小局部褐色。硬度6.5。全器作長梯形，刃端曾被裁切，故厚而有切割痕。鉞體剖面為長方形。二圓孔，靠柄端圓孔單面鑽成，下方較小一孔兩面對鑽。可能對鑽稍小的圓孔曾嵌有綠松石，已遺失。清宮加配絲穗，錦袱、紫檀木盒。
玉琮,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=155556&randomCode=28048682174,玉器,齊家文化,寬5.5公分 通高2.8公分 玉質。素琮，方柱體，中空，附紫檀雕花木座，儲於湖綠織花錦匣內。
玉獸面紋璜,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=158935&randomCode=83694701550,玉器,戰國,徑12.4公分 寬3.5公分 兩面正中為獸面紋，兩端作龍首。紋飾極精。帶木座。
玉環,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=155567&randomCode=48388962409,玉器,明晚期至清早期,徑4.63公分 玉質，略有白化現象。全器光素無紋，器表經染色。
扭絲紋玉環,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=155585&randomCode=91721654755,玉器,春秋晚期至戰國早期,徑4.67公分 孔徑2.5公分 玉質，邊緣略呈褐色。小玉環多為組玉佩的組件，此件形制略顯扁平，而且孔徑占全體比例較小，因此製作環繞一周的扭絲紋時，外圓周的扭絲紋間距會明顯大於中孔圓周的間距，這是春秋晚期扭絲紋環常見的特徵，但其他時代也偶見此種特徵的玉環。
玉碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130436&randomCode=73864199942,玉器,清,高5.9公分 口徑11.4公分 底徑5.4公分 玉質，腹有璺，有赭斑。侈口、深腹、圈足，圈足有傷。器壁厚重。
玉蓋,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=168367&randomCode=2108959647,玉器,西元17-18世紀,長18.4公分 寬16.7公分 橢圓形器蓋，蓋面有一鈕，雕花朵形並嵌粉紅色寶石。後經清宮改製成鏡，以嵌有寶石的金屬片環繞鏡緣，目前金屬片及鏡內所襯以皮革織品等均已鬆散。
玉雙柄碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130439&randomCode=45427213327,玉器,西元15-18世紀,通寬26.8公分 通高9.6公分 口徑22.3公分 底徑8.0公分 不勻的深豆綠色玉，琢一器壁甚薄的大圓碗，有似人耳形雙柄，淺圈足。口沿一處的內外器表，以金色顏料書寫了波斯文。根據斯喀爾頓先生的鑑定，外壁所寫是蒙兀兒帝國皇帝沙加罕（Shah Jahan）的名號，圍繞裝飾花紋；內壁則寫「A'zam 製作」。但因此器器形不像蒙兀兒玉器，波斯文又書寫得甚為拙劣，推測應為中亞或土耳其玉器。
玉雕花盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130449&randomCode=519829852,玉器,西元17-18世紀,長15.5公分 寬14.3公分 高1.8公分 足徑長6.6公分 寬5.4公分 勻淨的碧綠玉，琢作一近似圓形的橢圓盤。盤心雕一平展的蓮花，盤面從邊緣向中心雕八朵圖案化的小花，以葉紋相連。盤底也雕為一平展的八瓣花。
玉碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130453&randomCode=82818136905,玉器,西元15-18世紀,通高2.9公分 口徑14.4公分 底徑9.6公分 玉碗。器底為幾近平底的淺圈足，留有一塊鏇料時的製作痕。
玉碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130456&randomCode=83279955713,玉器,西元15-18世紀,高5.3公分 口徑14.7公分 足徑6.4公分 玉質，帶淺褐斑。琢一中型薄壁圓碗，底不正圓，還磨出淺圓槽。腹壁上對稱地刻兩片葉紋，一片只刻於外壁，一片刻在同一部位的內外壁。
玉花口雙柄盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130461&randomCode=55238002449,玉器,西元17-18世紀,長27.0公分 寬21.0公分 高6.3公分 足徑13.5公分 不勻的豆綠色玉，雕一花式大盤。器底琢一罌粟花，交叉覆疊的四片花瓣及花心部份均已僵化，花瓣邊緣捲起，形成圈足。兩側自腹壁下緣向上伸展一長葉，高出口沿再翻捲，可能葉尖處原有花蕾之類的雕琢，但已斷失，只留下左右鏤雕葉紋。
玉盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130467&randomCode=35620003077,玉器,西元15-18世紀,高1.7公分 口徑19.2公分 底徑13.4公分 玉盤，平底，附布套。
玉可蘭經架,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130470&randomCode=88511209421,玉器,西元17-18世紀,高14.2公分 展開長20.5公分 寬13.0公分 用長方形豆綠色厚玉片，技巧地從兩面平剖，利用中段鏤雕為合頁形軸，成為可張可合的可蘭經架。兩面淺浮雕花葉紋。據考證經架的造形源自14、15世紀蘇丹時期（Sultanate period）的建築，下半截相似於帝王的寶座。
玉分格盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130477&randomCode=45340830,玉器,西元17-18世紀,長10.2公分 寬7.9公分 通高3.6公分 勻淨的淺豆綠色玉，琢作四瓣花式盒，外觀略呈菱形，盒內分為四格。平底，蓋鈕琢作花蕾形，蓋面浮雕四株百合花束。器身周圍雕葉紋一周。
玉橢圓碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130479&randomCode=57207744016,玉器,西元15-18世紀,口徑長12.5公分 寬7.7公分 底徑長6.8公分 寬3.0公分 淺青綠玉帶小粒灰黑點，琢一橢圓碗。器底似兩端尖的果核形。外壁口沿粗糙地刻畫兩圈細陰線，甚至有線條不銜接處，碗口有數處使用傷缺。
玉碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130482&randomCode=50756632041,玉器,西元15-18世紀,高3.2公分 口徑12.7公分 底徑6.1公分 玉質，局部帶淺褐斑。琢一淺腹圓碗，器底為不規整的圓片，底心再磨凹。
玉花式碗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130485&randomCode=50482366443,玉器,西元17-18世紀,高4.3公分 口徑12.1公分 底徑5.5公分 玉質。琢作盛開的十六瓣花。底部又雕琢盛開的八瓣花，圍繞一圈莨苕葉紋。
玉花邊盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130491&randomCode=33444826045,玉器,西元17-18世紀,長19.5公分 寬12.2公分 玉質，琢一菱形的扁平盤，沿著盤邊磨出一個個並排的橢圓凹窩，背面相應地磨出一道道「V」形凹槽，就形成了一圈排列緊密的短花瓣。值得注意的是兩個尖端雕作三叉的「王冠」形，盤心的兩端，用陰線刻繪相的兩隻孔雀。
玉帶足花邊盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=130495&randomCode=93535733060,玉器,西元17-18世紀,高5.0公分 口徑22.9公分 深碧綠玉，琢一帶足大盤，盤心上規整地貼飾七片玉圓片，盤周雕向上又外撇的葉紋。平底，下方貼飾拱門形玉片及六個小鳥形器足。足底貼著點藏標籤。
龍形玉佩,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=397937&randomCode=1081645114,玉器,金至元,連座高7.5公分 玉高6.7公分 最長8.6公分 寬2.0公分 白玉，玉質溫潤。圓雕龍首，外型逼真，紋飾線條細膩；棒狀身軀為之字形，表面陰線刻菱格紋以表現龍鱗。附長方形波濤紋木座一只。
玉船,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=164272&randomCode=57111458111,玉器,清,長13.3公分 寬4.35公分 通高6.7公分 玉質，色潔白光潤，局部帶赭斑。全器作一舫船，艙頂橫臥一旗杆，艙前立一童子，側坐一帶笠老人，艙內一側有人倚窗而視，另一側臥有小貓，船前兩弦站立船夫。後船艙、船身均飾陰刻番蓮紋。船前下方琢「乾隆年製」橫書四字隸款。附雕水波枝葉紋木座。
玉鳥紋連枝桃式洗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=164284&randomCode=51800532810,玉器,明晚期,長13.3公分 寬9.8公分 通高5.1公分 玉質，色灰白，局部微赭。器身以桃為形，器外為鏤空桃花、枝葉所包圍，部分殘斷，一側飾飛鳥。附鏤空樹根的木座，座一處有「乙」字填金。
玉桃式洗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=164292&randomCode=90505213040,玉器,明,長14.5公分 寬9.3公分 通高5.1公分 玉質，色灰白，器內雜黃斑。全器以桃為形，器口前尖後圓，並以鏤空桃花枝為柄，圈足為五瓣花形。附鏤雕木座。
玉荷葉洗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=164301&randomCode=803417597,玉器,明,長13.2公分 寬8.8公分 高5.4公分 玉質，色灰白。全器以上卷的荷葉作為器腹，側以立雕荷藕、荷葉為耳，腹外纏繞荷枝及海棠花枝，造型具巧思，栩栩如生。附木座，以鏤空技法飾以層層交疊的梅枝。
玉獸面紋盤,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=148920&randomCode=80101896698,玉器,清,高8.2公分 口徑14.8公分 足徑11.0公分 白玉，有褐黃、赭黑斑及瑕紋。盤圓口、淺腹、雙附耳，圈足。器腹飾變形獸面紋，以回紋為地，口、足沿面各飾回紋一道。盤內底一圈刻有「大生□作其鼎，子子孫孫萬年永寶用享。」
玉三鳳瓶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=148925&randomCode=58129008197,玉器,清,高11.2公分 口徑7.0公分 碧玉，帶灰白斑。器形仿自青銅尊形器，青銅尊一般作為盛酒器。器口寬敞，束頸，豐肩，碩腹下歛，圈足。口沿及足沿各飾回紋一道，器身浮雕鳳鳥紋三隻，展翅站立，雙翅延展至器面，設計工巧，線條簡約。器底刻「乾隆年製」四字篆款。
玉簋式爐,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=148931&randomCode=70690208381,玉器,清,高8.5公分 口徑11.4公分 底徑8.4公分 玉質，帶灰白瑕紋。造形仿青銅簋形，折沿，束頸，弧腹，雙耳，圈足。器腹琢直稜紋，頸浮雕二獸面紋及出戟棱脊紋四道；雙耳作鏤雕夔龍，龍身曲折，可作把手。
玉簋式爐,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=148936&randomCode=83034344863,玉器,明晚期至清,高4.6公分 口徑8.6公分 底徑5.8公分 質地內有灰白、褐色斑及瑕紋。器形作簋式爐，淺腹，束頸，雙耳，圈足。鏤雕雙環耳琢飾龍紋，器腹琢飾龍鳳紋，器底亦有琢痕，呈現幾何形圖案。
玉簋式爐,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=148941&randomCode=28382748969,玉器,清,高8.1公分 口徑14.6公分 底徑9.0公分 玉質，色青黃，略帶灰白及褐黃斑。仿銅簋造形，口沿內側琢一圈回紋，腹飾獸面紋，一對圈形耳雕作蟠龍狀。玉爐作焚香之用。
玉松幹筆筒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=148946&randomCode=89784506871,玉器,清,高16.5公分 口徑16.6公分 底徑14.3公分 玉質，帶灰白及黑褐斑，略有灰。圓筒形中空，作松幹形。樹幹上有深淺浮雕松枝、針葉，老幹樹紋等。這頸形如樹椿者，一般作為筆筒使用，亦可插花，為書齋陳設器。
玉爐,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=148951&randomCode=84115375913,玉器,清,高6.5公分 口徑11.9公分 青玉，略帶灰白及褐斑。折沿，束頸，淺腹，雙立耳，三乳足。全器光素無紋。
玉竹溪六逸筆筒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=148961&randomCode=733902746,玉器,清 乾隆,高19.0公分 口徑18.9公分 底徑18.3公分 器外壁琢六文士優遊脩竹茂林間，或觀景、或對談，姿態各異。竹枝茂密，充份展現多層次浮雕技法之巧。口沿陰刻楷書清高宗六十年（1795）御製詩一首：「玉工袪俗樣，六逸繪傳唐。二客似曾識，四人則久忘。山林恣遊佚，詩酒樂相羊。五字詠王器，八仙異杜章。乾隆乙卯夏御題。（下接一鈐印）德充符。」
六文韞古「世祿」「永昌」玉印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=108256&randomCode=696381150,玉器,明晚期至清早期,印面長3.0公分 寬1.4公分 乾隆時收集成盒，共六方玉印（故玉3962-3967），盒內所附的小冊頁中提及，印文多和《印統》相吻合。《印統》，羅王常（1535-1607之後）編。羅氏，原名南斗，因避禍改名王常，安徽歙縣人，為製墨家、鑒賞家羅龍文之子，以篆刻聞名。曾受顧從德之請，將顧氏祖孫三代及其好友收集的古印輯成《印藪》，此書大量印行，對萬曆年間仿漢印的風潮有推波助瀾之效。此印為聯珠印，印文為「世祿」與「永昌」，印鈕及印式均為晚明仿漢風格。
六文韞古「德義」玉印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=73833&randomCode=1220842929,玉器,明晚期至清早期,高1.5公分 印面長2.0公分 寬2.0公分 乾隆時收集成盒，共六方玉印（故玉3962-3967），盒內所附的小冊頁中提及，印文多和《印統》相吻合。《印統》，羅王常（1535-1607之後）編。羅氏，原名南斗，因避禍改名王常，安徽歙縣人，為製墨家、鑒賞家羅龍文之子，以篆刻聞名。曾受顧從德之請，將顧氏祖孫三代及其好友收集的古印輯成《印藪》，此書大量印行，對萬曆年間仿漢印的風潮有推波助瀾之效。此印文為「徳義」，印鈕及印式均為晚明仿漢風格。
六文韞古「軍曲」玉印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=73840&randomCode=2050165252,玉器,明晚期至清早期,高2.4公分 印面長1.9公分 寬1.2公分 乾隆時收集成盒，共六方玉印（故玉3962-3967），盒內所附的小冊頁中提及，印文多和《印統》相吻合。《印統》，羅王常（1535-1607之後）編。羅氏，原名南斗，因避禍改名王常，安徽歙縣人，為製墨家、鑒賞家羅龍文之子，以篆刻聞名。曾受顧從德之請，將顧氏祖孫三代及其好友收集的古印輯成《印藪》，此書大量印行，對萬曆年間仿漢印的風潮有推波助瀾之效。此印文為「軍曲」，印鈕及印式均為晚明仿漢風格。
六文韞古「衛安成」玉印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=73850&randomCode=1862893498,玉器,明晚期至清早期,高 2.6公分 印面長2.1公分 寬2.0公分 乾隆時收集成盒，共六方玉印（故玉3962-3967），盒內所附的小冊頁中提及，印文多和《印統》相吻合。《印統》，羅王常（1535-1607之後）編。羅氏，原名南斗，因避禍改名王常，安徽歙縣人，為製墨家、鑒賞家羅龍文之子，以篆刻聞名。曾受顧從德之請，將顧氏祖孫三代及其好友收集的古印輯成《印藪》，此書大量印行，對萬曆年間仿漢印的風潮有推波助瀾之效。此印文為「衛安成」，印鈕及印式均為晚明仿漢風格。
